rowid,StockTakeID,DocNum,Inspector,SEQ,Location,SKU,Barcode,IBC,SBC,ProductName,QNT,SalePrice,DateTime
0083,470564,Q001040CC205B0000470564202102181211F08001,20029445,0083,F08001,8855073002282,8855073002282,8855073002282,8855073002282,เฌอเอมยาหม่องผสมเสลดพังพอน22ก,7,28.04,18 Feb 12:35AM
0084,470564,Q001040CC205B0000470564202102181211F08001,20029445,0084,F08001,8852913105202,8852913105202,8852913105202,8852913105202,มังกรทองยาอมรสเปลือกส้ม100เม็ด,12,6.75,18 Feb 12:35AM
0085,470564,Q001040CC205B0000470564202102181211F08001,20029445,0085,F08001,8852913105202,8852913105202,8852913105202,8852913105202,มังกรทองยาอมรสเปลือกส้ม100เม็ด,1,6.75,18 Feb 12:35AM
0086,470564,Q001040CC205B0000470564202102181211F08001,20029445,0086,F08001,8852913120113,8852913120113,8852913120113,8852913120113,มังกรทองยาอมรสมะขามป้อม100เม็ด,12,6.75,18 Feb 12:35AM
0087,470564,Q001040CC205B0000470564202102181211F08001,20029445,0087,F08001,8852913104106,8852913104106,8852913104106,8852913104106,มังกรทองยาอมรสบ๊วย 100เม็ด,17,6.75,18 Feb 12:36AM
0088,470564,Q001040CC205B0000470564202102181211F08001,20029445,0088,F08001,8851447010006,8851447010006,8851447010006,8851447010006,โป๊ยเซียนยาดม 2มล,1,18.5,18 Feb 12:36AM
0089,470564,Q001040CC205B0000470564202102181211F08001,20029445,0089,F08001,8852294358013,8852294358013,8852294358013,8852294358013,คาอาบอนยาแก้ท้องเสีย 10เม็ด,3,15.18,18 Feb 12:36AM
0090,470564,Q001040CC205B0000470564202102181211F08001,20029445,0090,F08001,8855376003023,8855376003023,8855376003023,8855376003023,ซีไลกลูโคสเกลือแร่รสมะนาว 20ก,14,5.23,18 Feb 12:37AM
0091,470564,Q001040CC205B0000470564202102181211F08001,20029445,0091,F08001,8855376003016,8855376003016,8855376003016,8855376003016,ซีไลท์กลูโคสเกลือแร่รสส้ม 20ก,25,5.23,18 Feb 12:37AM
0092,470564,Q001040CC205B0000470564202102181211F08001,20029445,0092,F08001,8856082008760,8856082008760,8856082008760,8856082008760,แซนด์เอ็มยาขมิ้นชัน 10เม็ด,3,14.95,18 Feb 12:38AM
0093,470564,Q001040CC205B0000470564202102181211F08001,20029445,0093,F08001,8856082008753,8856082008753,8856082008753,8856082008753,แซนดเอ็มยาฟ้าทะลายโจร 10เม็ด,2,14.95,18 Feb 12:38AM
0094,470564,Q001040CC205B0000470564202102181211F08001,20029445,0094,F08001,8852913930415,8852913930415,8852913930415,8852913930415,อ้วยอันยาฟ้าทะลายโจร 10แคปซูล,5,9,18 Feb 12:38AM
0095,470564,Q001040CC205B0000470564202102181211F08001,20029445,0095,F08001,8852913920317,8852913920317,8852913920317,8852913920317,อ้วยอันยามะขามแขก 10แคปซูล,7,9,18 Feb 12:38AM
0096,470564,Q001040CC205B0000470564202102181211F08001,20029445,0096,F08001,8852913920218,8852913920218,8852913920218,8852913920218,อ้วยอันยาขมิ้นชัน 10แคปซูล,5,9,18 Feb 12:38AM
0097,470564,Q001040CC205B0000470564202102181211F08001,20029445,0097,F08001,8858935800019,8858935800019,8858935800019,8858935800019,ยาตราใบแก้วแก้ท้องผูก 70เม็ด,4,18.69,18 Feb 12:38AM
0098,470564,Q001040CC205B0000470564202102181211F08001,20029445,0098,F08001,310119038710,310119038710,310119038710,310119038710,รีนิวน้ำยาล้างคอนแทคเลน 60มล(P,2,59.07,18 Feb 12:39AM
0099,470564,Q001040CC205B0000470564202102181211F08001,20029445,0099,F08001,8850672030070,8850672030070,8850672030070,8850672030070,เทอร์มาพลาสท์แผ่นประคบ 1ชิ้น,9,24.29,18 Feb 12:39AM
0100,470564,Q001040CC205B0000470564202102181211F08001,20029445,0100,F08001,8857121535711,8857121535711,8857121535711,8857121535711,ไอยรายาแก้ไอมะแว้งแดง 60มล,7,19.47,18 Feb 12:40AM
0101,470564,Q001040CC205B0000470564202102181211F08001,20029445,0101,F08001,8852294176013,8852294176013,8852294176013,8852294176013,นาวาเมดยาแก้เมารถและเรือ 2เม็ด,1,3.03,18 Feb 12:40AM
0102,470564,Q001040CC205B0000470564202102181211F08001,20029445,0102,F08001,8850007850229,8850007850229,8850007850229,8850007850229,ไทลินอลพาราเซตามอล 500มก,5,9.11,18 Feb 12:40AM
0103,470564,Q001040CC205B0000470564202102181211F08001,20029445,0103,F08001,8850109001314,8850109001314,8850109001314,8850109001314,เซียงเพียวยาหม่องขาว 12ก,3,22.68,18 Feb 12:40AM
0104,470564,Q001040CC205B0000470564202102181211F08001,20029445,0104,F08001,8857121535711,8857121535711,8857121535711,8857121535711,ไอยรายาแก้ไอมะแว้งแดง 60มล,2,19.47,18 Feb 12:40AM
0105,470564,Q001040CC205B0000470564202102181211F08001,20029445,0105,F08001,8858704601144,8858704601144,8858704601144,8858704601144,ยูอีคอฟยาอมมะขามป้อม 1ชิ้น,6,6.73,18 Feb 12:40AM
0106,470564,Q001040CC205B0000470564202102181211F08001,20029445,0106,F08001,8851473000385,8851473000385,8851473000385,8851473000385,ซาร่ายาน้ำบรรเทาปวดลดไข้ 60มล,1,29.44,18 Feb 12:41AM
0107,470564,Q001040CC205B0000470564202102181211F08001,20029445,0107,F08001,8858704600857,8858704600857,8858704600857,8858704600857,ยูอีคอฟยาน้ำแก้ไอมะขาม 120ซีซี,1,25.23,18 Feb 12:41AM
0108,470564,Q001040CC205B0000470564202102181211F08001,20029445,0108,F08001,8851124430608,8851124430608,8851124430608,8851124430608,ยาน้ำแก้ไอโยคี 60ซีซี,2,20.19,18 Feb 12:41AM
0109,470564,Q001040CC205B0000470564202102181211F08001,20029445,0109,F08001,8850304090915,8850304090915,8850304090915,8850304090915,เน็กซ์แคร์พลาสเตอร์ผ้า X10,9,11.21,18 Feb 12:41AM
0110,470564,Q001040CC205B0000470564202102181211F08001,20029445,0110,F08001,8850672381035,8850672381035,8850672381035,8850672381035,ไทเกอร์พล๊าสพลาสเตอซูปาตี8แผ่น,6,10.43,18 Feb 12:41AM
0111,470564,Q001040CC205B0000470564202102181211F08001,20029445,0111,F08001,8850672313036,8850672313036,8850672313036,8850672313036,เทนโซพล๊าสติคสีเนื้อ 5ขนาด,1,23.57,18 Feb 12:41AM
0112,470564,Q001040CC205B0000470564202102181211F08001,20029445,0112,F08001,8850195770064,8850195770064,8850195770064,8850195770064,ไทเกอร์พล๊าสสเปรย์แมสชีล 30มล,7,45.14,18 Feb 12:41AM
0113,470564,Q001040CC205B0000470564202102181211F08001,20029445,0113,F08001,8850195770071,8850195770071,8850195770071,8850195770071,ไทเกอร์พล๊าสสเปรย์แมสชีล 100มล,11,84.39,18 Feb 12:41AM
0114,470564,Q001040CC205B0000470564202102181211F08001,20029445,0114,F08001,8857121193461,8857121193461,8857121193461,8857121193461,คูลคิดส์เจลทารอยแผลเป็นเด็ก 9ก,2,83.83,18 Feb 12:42AM
0115,470564,Q001040CC205B0000470564202102181211F08001,20029445,0115,F08001,8853042001168,8853042001168,8853042001168,8853042001168,เสือดาวยาธาตุน้ำแดง 180มล,7,17.94,18 Feb 12:42AM
